cod_IBGE,Macrorregião,Município,UF,Capital,RM / RIDE,CAD0002,CAD0003,CAD0005,CAD0006,DFE0001,DFE0002,DFE0003,CAD2001,CAD2002,CAD2002A,CAD2003,CAD2004,CAD2004A,CAD2005,CAD2006,GTA0001,GTA0002,GTA0003,GTA0004,GTA0005,GTA0006,GTA0007,GTA0008,GTA0009,GTA0010,GTA0011,GTA0012,GTA0013,GTA0014,GTA0015,GTA0016,GTA0017,GTA0018,GTA0999,GTA1001,GTA1002,GTA1003,GTA1004,GTA1005,GTA1009,GTA1013,GTA1014,GTA1101,GTA1102,GTA1103,GTA1203,GTA1204,GTA1205,GTA1206,GTA1207,GTA1208,GTA1209,GTA1210,GTA1211,GTA1212,GTA1213,GTA1214,GTA1215,GTA1216,GTA1217,GTA1218,GTA1219,GTA1220,GTA1221,GTA1301,GTA1999,GTA3001,GTA3002,GTA3003,GTA3004,GTA3004A,GTA3005,GTA3006,GTA3101,GTA3102,GTA3103,GTA3104,GTA3106,GTA3107,GTA3109,GTA3999
2908804,Nordeste,Contendas do Sincorá,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,4376,2156,2220,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,12/01/1998,02/01/2038,2152,0,1158,1158,194,0,3,1161,1053,1160,1053,195,174,NA,0,0,0,1227,NA,143.03,143.03,0,138,143.03,0,0,143.03,0.01,18.24,6,0,2.15,0.01,0,2.16,200,101.7,8.92,110.62,100.95,8.92,109.87,10.02,6.9,16.92,13.33,114.37,0,126.35,95.66,NA,0,0,0,NA,NA,0,0,27,1,0,15,5,5,Sim,NA
2908903,Nordeste,Coração de Maria,BA,NA,Área de Expansão Metropolitana de Feira de Santana (BA),Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,26963,11314,15649,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,30/05/2019,30/05/2049,11312,57,4275,4266,1464,0,3,4332,4108,4338,4114,1471,1362,NA,15,15,7,5492,NA,0,0,0,0,564.07,564.07,0,564.07,0,52.38,6,0.46,0.13,0,0,0.13,1075,388.2,18.02,406.22,340.03,18.02,358.05,29.14,113.38,142.52,14.74,409.54,0,433.78,861,NA,15,59166,51,Insuficiência de sistema de distribuição,NA,78473,0,215,115,86,6091,263,181,Sim,NA
2909000,Nordeste,Cordeiros,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,7621,2380,5241,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,01/04/2020,01/04/2050,2351,2485,1896,1896,412,0,263,1844,963,1948,1832,417,354,NA,104,869,34,2220,NA,389.35,389.35,0,389.35,389.35,0,0,389.35,0.21,42.51,6,34.61,1.2,0.04,0,1.24,200,187.1,16.94,204.04,183.86,16.94,200.8,17.78,14.09,31.87,117.59,205.97,0,225.76,422.88,NA,2,7688,0,NA,NA,0,0,65,9,6,658,63,61,Sim,NA
2909208,Nordeste,Coronel João Sá,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,17226,7109,10117,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,27/11/2019,27/11/2049,7104,1220,4337,4337,630,0,56,3820,3671,4364,4194,636,471,NA,544,523,135,4800,NA,565.72,241.43,324.29,548.8,324.29,0,0,565.72,1.64,79.7,6,0,1.61,0,0,1.61,450,338.2,19.19,357.39,329.35,19.19,348.54,28.36,37.04,65.4,141.32,404.08,0,427.35,589.09,NA,1,3000,228,Insuficiência de sistema de produção,NA,103890,0,84,132,132,32,211,163,Sim,NA
2909406,Nordeste,Cotegipe,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,13193,6432,6761,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,27/05/2004,17/05/2044,5984,562,3756,3755,470,0,318,3648,3347,3880,3575,478,408,NA,233,229,30,4014,NA,88.19,88.19,0,88.19,484.5,423.5,0,511.69,0,100.44,6,22.84,10.02,0,0,10.02,585,359.3,26.91,386.21,356.78,26.91,383.69,33.04,38.52,71.56,21.06,404.53,0,438.72,652.24,NA,8,17964,0,NA,NA,0,0,149,9,7,152,78,72,Sim,NA
2909505,Nordeste,Cravolândia,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,4459,2813,1646,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,12/02/1998,02/02/2038,2782,188,1352,1352,332,0,15,1285,1223,1353,1293,401,278,NA,71,70,29,1600,NA,158.22,158.22,0,158.22,158.31,0.09,0,158.31,5.74,23.34,6,0,0.7,0,0,0.7,0,117.5,12.08,129.58,112.97,12.07,125.04,10.15,10.44,20.59,7.44,131.66,0,145.41,200.32,NA,8,28320,0,NA,NA,0,0,16,7,6,0,20,17,Sim,NA
2909604,Nordeste,Crisópolis,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,19926,8560,11366,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,21/09/2019,21/09/2049,8538,0,3897,3896,393,0,19,3981,3734,3980,3733,398,360,NA,0,0,0,4094,NA,422.69,0,422.69,422.69,388.36,0,0,422.69,0,39.89,6,0,2.16,0,0,2.16,100,319,27.39,346.39,315.6,27.39,342.99,22.92,5.55,28.47,45.67,379.39,0,414.39,259.22,NA,10,38036,0,NA,NA,0,0,25,47,40,116,119,73,Sim,NA
2909703,Nordeste,Cristópolis,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,14133,3334,10799,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,27/03/2020,27/03/2050,3257,2470,2459,2459,177,0,33,1521,1345,2511,2309,179,96,NA,990,964,66,2471,NA,574.08,574.08,0,0,529.41,0,0,574.08,0,99.29,6,242.67,0.23,0,0,0.23,700,235.9,14.65,250.55,234.93,14.65,249.58,21.77,11.78,33.55,47.08,267.33,0,285.57,919.96,NA,38,31065,0,NA,NA,0,0,160,134,122,270,77,71,Sim,NA
2909802,Nordeste,Cruz das Almas,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,60953,51883,9070,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,05/02/2019,05/02/2049,50087,4465,20543,20543,4573,0,5294,19211,17916,21933,20569,5166,3724,NA,2722,2653,899,25192,NA,1937.74,1937.74,0,1937.74,3470.17,1532.43,0,3470.17,0.91,550.78,6,114.64,16.04,0.74,0,16.78,4400,2041.7,119.71,2161.41,1954.13,119.71,2073.84,168.27,445.1,613.37,563.97,2230.21,0,2378.26,4232.94,NA,70,590260,60,Insuficiência de sistema de produção,NA,14061,NA,530,963,798,2206,884,0,Sim,NA
2909901,Nordeste,Curaçá,BA,NA,RAIDE do Polo Petrolina/PE e Juazeiro/BA,Autarquia,Local,Serviço Autônomo de Água e Esgoto,SAAE,34524,14724,19800,Sede e localidades,Prestação direta por entidade da administração pública indireta,NA,Integral,NA,NA,28/02/1963,NA,14046,9656,8601,7480,1599,9079,36,8669,8399,8399,7538,1630,709,36,4330,4215,709,15227,NA,1603,1300,0,0,1603,0,0,1603,82,105,7,96,10,0,0,10,850,958,280,1238,781.88,87,868.88,52,78,130,129,781.88,0,1293.81,105,NA,25,3578,8,Outro (especificar),"Queda de energia, vazamento na rede e alta demanda no cunsumo",4598,2,235,175,46,48,392,356,Sim,NA
2910008,Nordeste,Dário Meira,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,10927,4333,6594,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,31/10/1996,21/10/2036,4309,0,2169,2169,329,0,21,2203,2066,2202,2066,340,277,NA,0,0,0,2343,NA,263.49,263.49,0,263.49,263.49,0,0,263.49,0.15,15.91,8,8.55,2.63,0,0,2.63,150,198.4,17.74,216.14,194.79,17.74,212.53,18.4,20.55,38.95,-2.78,223.27,0,244.07,184.89,NA,10,21968,36,Baixa disponibilidade do manancial,NA,7452,0,11,144,138,276,25,20,Sim,NA
2910057,Nordeste,Dias d Ávila,BA,NA,RM de Salvador (BA),Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,72204,67893,4311,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,12/09/1996,02/09/2036,67871,2959,18855,18767,9923,2663,14,19447,18127,20022,18680,11049,9370,NA,688,643,726,28866,NA,6152.69,0,6152.69,6152.69,6400.89,266.7,0,6419.39,0.45,230.23,6,266.7,3.1,3.79,0,6.89,5800,2164.21,163.02,2327.23,1650.03,161.38,1811.41,145.17,1250.33,1395.5,2423.07,1916.01,0,2108.3,4810.72,NA,5,19150,1460,Insuficiência de sistema de produção,NA,184183,0,2596,2577,1869,4185,605,226,Sim,NA
2910107,Nordeste,Dom Basílio,BA,NA,NA,Associação privada; Autarquia,Regional; Local,Central de Associações Comunitárias para Manutenção dos Sistemas de Saneamento - Região de Caetité; Serviço Autônomo de Água e Esgotos,CC; SAAE,12003,2369,9634,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,2369,6739,3346,3346,640,3986,NA,924,867,3346,3284,640,103,0,2428,2417,7,NA,Consultar dado por prestador de serviço,614.75,0,503.28,485.28,503.28,0,0,614.75,27.16,103.99,6.5,0,42.54,0,0,42.54,413,437.44,26.04,463.48,437.44,26.04,463.48,NA,NA,0,108.73,437.44,0,463.18,65,Consultar dado por prestador de serviço,47,3346,0,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,0,0,127,106,104,294,271,271,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço
2910206,Nordeste,Dom Macedo Costa,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,4452,2024,2428,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,05/02/2019,05/02/2049,2007,2428,1736,1736,279,2015,134,1697,739,1758,1652,279,254,NA,61,913,16,1922,NA,273.91,273.91,0,273.91,273.91,0,0,273.91,0,14.31,6,7.37,10.07,0.08,1.13,11.28,100,159.4,16.44,175.84,152.41,16.44,168.85,13.34,10.04,23.38,56.04,174.49,0,193.84,269.85,NA,1,1742,0,NA,NA,0,NA,28,29,19,112,4,0,Sim,NA
2910305,Nordeste,Elísio Medrado,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,7886,3223,4663,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,02/05/2019,02/05/2049,3209,0,1687,1686,243,0,117,1758,1651,1757,1650,257,219,NA,0,0,0,1870,NA,182.53,182.53,0,182.53,182.53,0,0,182.53,4.55,18.11,6,0,1.8,0,0,1.8,0,144.2,12.63,156.83,141.9,12.61,154.51,13.02,2.31,15.33,8.57,166.65,0,181.57,301.6,NA,0,0,0,NA,NA,0,NA,14,2,1,12,0,0,Sim,NA
2910404,Nordeste,Encruzilhada,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,19295,4165,15130,Sem delegação atendendo Sede e Localidades - SDSL,NA,NA,Integral,NA,NA,NA,NA,4160,1052,2313,2313,501,0,14,1969,1825,2327,2176,504,339,NA,360,351,113,2628,NA,369.53,299.27,70.26,339,366.39,0,0,369.53,22.18,121.74,6,0,0.97,0,0,0.97,550,235,22.28,257.28,218.16,22.28,240.44,25.09,17.03,42.12,69.16,240.64,0,265.5,500.45,NA,0,0,0,NA,NA,0,0,74,297,278,7236,70,42,Sim,NA
2910503,Nordeste,Entre Rios,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,38477,23006,15471,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,17/04/2019,17/04/2049,22726,8846,12922,12902,2865,11437,40,9209,8620,13269,12537,2987,1832,NA,4083,3936,850,15238,NA,2311.45,1995.77,315.68,238.1,2311.45,0,0,2311.45,1.53,178.54,6,144.82,13.55,3.07,86.32,102.94,4525,1111.04,107.61,1218.65,1111.04,106.73,1217.77,96.68,220.04,316.72,528.32,1306.2,0,1433.16,1658.56,NA,4,23042,292,Insuficiência de sistema de produção,NA,555534,0,535,612,501,2969,283,132,Sim,NA
2910602,Nordeste,Esplanada,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,32879,20871,12008,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,30/05/2019,30/05/2049,20773,10416,9692,9563,2914,1759,104,5840,5623,9762,9171,2978,1653,NA,4051,3671,1100,12047,NA,690.77,275.46,415.31,347.7,1751.05,1065.18,0,1755.95,0,283.71,6,0,0.06,0.42,0,0.48,758,973.1,84.1,1057.2,885.39,83.12,968.51,78.63,224.38,303.01,395.26,1016.44,0,1110.3,1459.77,NA,79,119165,0,NA,NA,0,0,174,246,207,1894,269,184,Sim,NA
2910701,Nordeste,Euclides da Cunha,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,62075,30234,31841,Sem delegação atendendo Sede e Localidades - SDSL,NA,NA,Integral,NA,NA,NA,NA,29590,12127,17251,17221,3534,0,333,13343,12556,17416,16587,3566,2230,NA,4104,4051,988,19825,NA,797.53,0,797.53,797.53,2102.13,2616.82,0,3414.35,18.7,374.61,6,164.03,2.91,0.07,0,2.98,3250,1712.8,119.93,1832.73,1581.71,118.41,1700.12,141.57,411.61,553.18,861.43,1778.72,0,1912.98,6557.8,NA,131,119880,1988,Insuficiência de sistema de distribuição,NA,1367883,0,1327,2554,1887,69163,650,372,Sim,NA
2910727,Nordeste,Eunápolis,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,114859,107083,7776,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,11/12/1996,11/12/2036,104574,2716,36988,36870,6317,0,3009,39226,36564,40258,37589,7198,6015,NA,1170,1131,185,43895,NA,5206.25,5206.25,0,4054.05,5206.25,0,0,5206.25,8.64,408.99,6,0,34.68,2.2,8.02,44.9,8600,3788.5,393.05,4181.55,3664.15,389.9,4054.05,343.45,396.55,740,239.8,4082.83,0,4521.01,8632.81,NA,10,195110,0,NA,NA,0,NA,1145,2896,2000,19557,814,524,Sim,NA
2910750,Nordeste,Fátima,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,18074,7081,10993,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,20/12/2019,20/12/2049,7055,8863,7709,7707,1024,0,35,4338,4178,7740,7529,1026,384,NA,3404,3353,587,8502,NA,1191.41,0,1191.41,0,1192.11,35.39,0,1226.8,12.59,238.02,6,113.61,15.09,0,0,15.09,270,630.6,28.57,659.17,593.7,28.46,622.16,56.79,110.77,167.56,271.37,709.98,0,743.76,2362.48,NA,31,101775,270,Baixa disponibilidade do manancial,NA,267714,0,1360,761,592,14649,370,238,Sim,NA
2910776,Nordeste,Feira da Mata,BA,NA,NA,Autarquia,Local,Serviço Autônomo de Água e Esgoto,SAAE,5687,2982,2705,Sede,Prestação direta por entidade da administração pública indireta,NA,Integral,NA,NA,01/01/2021,NA,2982,0,1445,1445,25,1470,NA,1470,1470,1445,1445,0,0,0,0,0,NA,0,NA,198.46,198.46,0,0,0,198.46,0,396.92,NA,15,NA,0,1,1,0,2,300,194.4,2,196.4,194.4,2,196.4,NA,NA,NA,198.52,194.4,0,194.4,28,NA,20,1470,0,NA,NA,0,NA,30,NA,2,2,68,68,Sim,NA
2910800,Nordeste,Feira de Santana,BA,NA,RM de Feira de Santana (BA),Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,622487,571038,51449,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,15/07/2020,15/07/2050,533968,30741,189107,188532,64097,0,28327,207976,196564,217899,206352,71953,60109,NA,10549,10347,3269,270289,NA,40475.21,40475.21,0,40475.21,40492.93,17.72,0,40492.93,0,2573.67,6,48.63,222.01,323.11,26.04,571.16,0,22333.4,2796.61,25130.01,20284.32,2788.14,23072.46,1889.32,7430.26,9319.58,5423.55,22444.69,0,25463.51,48380.23,NA,182,4358554,752,Baixa disponibilidade do manancial,NA,108146,0,16880,18640,12535,26376,7012,2225,Sim,NA
2910859,Nordeste,Filadélfia,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,18077,9743,8334,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,03/06/2019,03/06/2049,9715,5233,6097,6078,962,0,26,4489,4289,6140,5899,972,567,NA,1670,1626,336,6818,NA,2199.62,2199.62,0,768.56,1953.18,64.96,0,2264.58,0.34,133.86,6,1415.27,0.57,0,0,0.57,1210,542.3,61.86,604.16,508.86,61.25,570.11,46.34,70.94,117.28,127.3,582.87,0,646.04,1283.66,NA,19,45645,188,Baixa disponibilidade do manancial,NA,53218,0,536,421,352,1718,510,353,Sim,NA
2910909,Nordeste,Firmino Alves,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,4921,3964,957,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,11/12/2019,11/12/2049,3956,321,2161,2161,293,1808,13,2012,1896,2190,2062,294,244,NA,178,166,26,2332,NA,65.31,65.31,0,0,155.48,174.5,0,239.81,7.77,52.99,8,0,1.65,0,0,1.65,500,178.6,12.62,191.22,177.9,12.62,190.52,16.77,4.03,20.8,26.14,212.88,0,229.6,437.01,NA,6,8312,0,NA,NA,0,0,14,8,8,246,36,28,Sim,NA
2911006,Nordeste,Floresta Azul,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,11170,7694,3476,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,01/04/2020,01/04/2050,7677,0,3069,3069,378,1377,36,3102,2954,3102,2954,380,334,NA,0,0,0,3288,NA,843.39,843.39,0,0,843.39,0,0,843.39,9.08,33.67,8,463.33,4.59,0.27,0.1,4.96,1020,259.1,16.9,276,258.72,16.89,275.61,23.42,6.14,29.56,69.54,310.49,0,332.57,43.23,NA,6,11518,0,NA,NA,0,0,28,103,92,354,43,40,Sim,NA
2911105,Nordeste,Formosa do Rio Preto,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,26161,15848,10313,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,11/08/1997,01/08/2037,15824,1059,6201,6188,481,0,46,6154,5827,6469,6141,489,408,NA,328,324,27,6586,NA,927.31,927.31,0,894.36,927.31,0,0,927.31,0,88.94,6,0,3.89,0,0,3.89,340,712.2,40.66,752.86,698.65,40.3,738.95,61.02,23.51,84.53,86.03,755.59,0,802.2,463.77,NA,7,15796,0,NA,NA,0,0,438,166,151,333,188,176,Sim,NA
2911204,Nordeste,Gandu,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,32502,26622,5880,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,23/06/2020,23/06/2050,24458,0,9056,9010,1771,0,2069,9553,8894,9503,8847,1846,1611,NA,0,0,0,10505,NA,1511.98,1511.98,0,1511.98,1511.98,0,0,1511.98,9.97,109.89,6,0,33.04,0.05,0,33.09,0,875.4,71.09,946.49,853.22,70.69,923.91,86.69,197.1,283.79,248.61,956.05,0,1039.86,1373.62,NA,14,131742,120,Insuficiência de sistema de distribuição,NA,15240,0,363,1198,934,5060,148,113,Sim,NA
2911253,Nordeste,Gavião,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,4403,2450,1953,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,17/09/2019,17/09/2049,2450,221,1607,1607,205,0,1,1583,1477,1671,1563,206,159,NA,88,86,3,1725,NA,155.4,155.4,0,153.58,155.4,0,0,155.4,0,36.47,6,0,0.24,0,0,0.24,150,124.6,10.47,135.07,124.05,10.47,134.52,14.02,4.5,18.52,1.57,145.55,0,158.38,129.76,NA,7,10985,47,Insuficiência de sistema de produção,NA,4818,0,56,122,111,42,126,87,Sim,NA
2911303,Nordeste,Gentio do Ouro,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,10993,5537,5456,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,03/06/1996,24/05/2036,5528,0,1601,1489,262,1751,3,1607,1522,1494,1411,264,217,NA,0,0,0,1739,NA,244.57,83.7,160.87,244.57,244.57,0,0,244.57,28.8,12.58,6,0,1.17,0,0,1.17,120,158.3,9.33,167.63,132.57,9.09,141.66,12.96,13.91,26.87,48.9,155.87,0,167.79,176.63,NA,3,4728,36,Baixa disponibilidade do manancial,NA,56120,0,76,37,36,19,139,120,Sim,NA
2911402,Nordeste,Glória,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,15679,2940,12739,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,01/07/2020,01/07/2050,2916,6661,3947,3947,760,0,99,1449,1334,3977,3779,764,205,NA,2528,2445,507,4491,NA,706.56,706.56,0,424.92,742.75,75.81,0,782.37,11.18,143.95,6,131.17,0.82,0.33,1.13,2.28,1502,391.7,21.95,413.65,369.49,21.95,391.44,37.03,81.06,118.09,117.18,417.15,0,444.67,515.21,NA,12,4685,4455,Insuficiência de sistema de distribuição,NA,1029474,0,158,47,28,325,102,83,Sim,NA
2911501,Nordeste,Gongogi,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5609,3596,2013,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,02/12/2019,02/12/2049,3591,0,1723,1723,331,2054,38,1742,1638,1742,1638,335,289,NA,0,0,0,1927,NA,197.8,197.8,0,197.8,197.8,0,0,197.8,1.43,11.55,6,0,0.57,0,0,0.57,0,136.9,8.87,145.77,134.95,8.87,143.82,12.43,8.28,20.71,30.75,161.99,0,174.18,99.28,NA,7,11814,0,NA,NA,0,0,32,56,52,213,73,69,Sim,NA
2911600,Nordeste,Governador Mangabeira,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,20812,7789,13023,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,06/05/1996,26/04/2036,7716,2923,5826,5826,1146,0,122,4938,4665,5923,5612,1159,800,NA,985,947,253,6665,NA,1539.2,1539.2,0,1539.2,1594.3,55.1,0,1594.3,0.54,70.49,6,707.25,34.75,0.09,0,34.84,200,501.8,35.25,537.05,466.95,35.12,502.07,46.72,83.09,129.81,185.35,542.54,0,585.65,714.36,NA,19,53311,0,NA,NA,0,NA,178,551,515,1348,279,170,Sim,NA
2911659,Nordeste,Guajeru,BA,NA,NA,Associação privada; Sociedade de economia mista,Regional; Regional,Central de Associações Comunitárias para Manutenção dos Sistemas de Saneamento - Região de Caetité; Empresa Baiana de Águas e Saneamento S.A.,CC; EMBASA,8129,1622,6507,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,1620,785,1398,1398,212,1383,1,1146,1049,1471,1373,233,147,0,325,324,59,1515,Consultar dado por prestador de serviço,189.94,180.31,9.63,180.31,189.94,0,0,189.94,14.44,34.96,5.5,0,5.62,0,0,5.62,4300,125.84,6.89,132.73,124.46,6.89,131.35,10.88,4.86,15.74,35.85,143.19,0,152.22,275.15,Consultar dado por prestador de serviço,2,61,1600,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,144328,0,137,155,151,133,88,71,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço
2911709,Nordeste,Guanambi,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,88703,70398,18305,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante concessão para empresa privada ou estatal,NA,Integral,Contrato de Concessão,NA,14/06/1999,04/06/2039,69985,2240,31423,31422,4542,11733,2562,35846,32601,36768,33530,4813,3937,NA,934,929,68,37535,NA,5506.17,5506.17,0,5506.17,5506.17,0,0,5506.17,10.53,686.58,4,0,22.68,0,0,22.68,654716,3559.7,533.02,4092.72,3466.06,533.02,3999.08,338.64,178.99,517.63,873.14,3796.06,0,4388.19,8902.03,NA,528,1250359,254,Insuficiência de sistema de produção,NA,320784,0,124,5371,4623,16082,2142,957,Sim,NA
2911808,Nordeste,Guaratinga,BA,NA,NA,Sociedade de economia mista,Regional,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,19237,9048,10189,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,20/12/2019,20/12/2049,9048,0,3883,3882,657,0,0,3926,3725,3923,3724,662,618,NA,0,0,0,4343,NA,425.67,425.67,0,328.16,425.67,0,0,425.67,2.64,33.46,6,0,7.21,0,0.82,8.03,330,308.5,20.48,328.98,307.7,20.46,328.16,27.97,14.52,42.49,46.17,378.46,0,404.54,347.18,NA,1,3864,0,NA,NA,0,NA,128,29,26,11,53,49,Sim,NA
