cod_IBGE,Município__SINISA,Município__IBGE,Macrorregião__SINISA,Macrorregião__IBGE,UF__SINISA,UF__IBGE
2101350,Bacurituba,Bacurituba,Nordeste,Nordeste,MA,Maranhão
2101400,Balsas,Balsas,Nordeste,Nordeste,MA,Maranhão
2101509,Barão de Grajaú,Barão de Grajaú,Nordeste,Nordeste,MA,Maranhão
2101608,Barra do Corda,Barra do Corda,Nordeste,Nordeste,MA,Maranhão
2101707,Barreirinhas,Barreirinhas,Nordeste,Nordeste,MA,Maranhão
2101731,Belágua,Belágua,Nordeste,Nordeste,MA,Maranhão
2101806,Benedito Leite,Benedito Leite,Nordeste,Nordeste,MA,Maranhão
2101905,Bequimão,Bequimão,Nordeste,Nordeste,MA,Maranhão
2101939,Bernardo do Mearim,Bernardo do Mearim,Nordeste,Nordeste,MA,Maranhão
2101970,Boa Vista do Gurupi,Boa Vista do Gurupi,Nordeste,Nordeste,MA,Maranhão
2102002,Bom Jardim,Bom Jardim,Nordeste,Nordeste,MA,Maranhão
2102036,Bom Jesus das Selvas,Bom Jesus das Selvas,Nordeste,Nordeste,MA,Maranhão
2102077,Bom Lugar,Bom Lugar,Nordeste,Nordeste,MA,Maranhão
2102101,Brejo,Brejo,Nordeste,Nordeste,MA,Maranhão
2102200,Buriti,Buriti,Nordeste,Nordeste,MA,Maranhão
2102309,Buriti Bravo,Buriti Bravo,Nordeste,Nordeste,MA,Maranhão
2102325,Buriticupu,Buriticupu,Nordeste,Nordeste,MA,Maranhão
2102374,Cachoeira Grande,Cachoeira Grande,Nordeste,Nordeste,MA,Maranhão
2102408,Cajapió,Cajapió,Nordeste,Nordeste,MA,Maranhão
2102507,Cajari,Cajari,Nordeste,Nordeste,MA,Maranhão
2102556,Campestre do Maranhão,Campestre do Maranhão,Nordeste,Nordeste,MA,Maranhão
2102606,Cândido Mendes,Cândido Mendes,Nordeste,Nordeste,MA,Maranhão
2102705,Cantanhede,Cantanhede,Nordeste,Nordeste,MA,Maranhão
2102804,Carolina,Carolina,Nordeste,Nordeste,MA,Maranhão
2102903,Carutapera,Carutapera,Nordeste,Nordeste,MA,Maranhão
2103000,Caxias,Caxias,Nordeste,Nordeste,MA,Maranhão
2103208,Chapadinha,Chapadinha,Nordeste,Nordeste,MA,Maranhão
2103257,Cidelândia,Cidelândia,Nordeste,Nordeste,MA,Maranhão
2103307,Codó,Codó,Nordeste,Nordeste,MA,Maranhão
2103406,Coelho Neto,Coelho Neto,Nordeste,Nordeste,MA,Maranhão
2103505,Colinas,Colinas,Nordeste,Nordeste,MA,Maranhão
2103554,Conceição do Lago-Açu,Conceição do Lago-Açu,Nordeste,Nordeste,MA,Maranhão
2103604,Coroatá,Coroatá,Nordeste,Nordeste,MA,Maranhão
2103703,Cururupu,Cururupu,Nordeste,Nordeste,MA,Maranhão
2103752,Davinópolis,Davinópolis,Nordeste,Nordeste,MA,Maranhão
2103802,Dom Pedro,Dom Pedro,Nordeste,Nordeste,MA,Maranhão
2103901,Duque Bacelar,Duque Bacelar,Nordeste,Nordeste,MA,Maranhão
2104008,Esperantinópolis,Esperantinópolis,Nordeste,Nordeste,MA,Maranhão
2104107,Fortaleza dos Nogueiras,Fortaleza dos Nogueiras,Nordeste,Nordeste,MA,Maranhão
2104206,Fortuna,Fortuna,Nordeste,Nordeste,MA,Maranhão
2104305,Godofredo Viana,Godofredo Viana,Nordeste,Nordeste,MA,Maranhão
2104404,Gonçalves Dias,Gonçalves Dias,Nordeste,Nordeste,MA,Maranhão
2104503,Governador Archer,Governador Archer,Nordeste,Nordeste,MA,Maranhão
2104552,Governador Edison Lobão,Governador Edison Lobão,Nordeste,Nordeste,MA,Maranhão
2104602,Governador Eugênio Barros,Governador Eugênio Barros,Nordeste,Nordeste,MA,Maranhão
2104628,Governador Luiz Rocha,Governador Luiz Rocha,Nordeste,Nordeste,MA,Maranhão
2104651,Governador Newton Bello,Governador Newton Bello,Nordeste,Nordeste,MA,Maranhão
2104677,Governador Nunes Freire,Governador Nunes Freire,Nordeste,Nordeste,MA,Maranhão
2104701,Graça Aranha,Graça Aranha,Nordeste,Nordeste,MA,Maranhão
2104800,Grajaú,Grajaú,Nordeste,Nordeste,MA,Maranhão
2104909,Guimarães,Guimarães,Nordeste,Nordeste,MA,Maranhão
2105005,Humberto de Campos,Humberto de Campos,Nordeste,Nordeste,MA,Maranhão
2105104,Icatu,Icatu,Nordeste,Nordeste,MA,Maranhão
2105203,Igarapé Grande,Igarapé Grande,Nordeste,Nordeste,MA,Maranhão
2105302,Imperatriz,Imperatriz,Nordeste,Nordeste,MA,Maranhão
2105401,Itapecuru Mirim,Itapecuru Mirim,Nordeste,Nordeste,MA,Maranhão
2105450,Jatobá,Jatobá,Nordeste,Nordeste,MA,Maranhão
2105476,Jenipapo dos Vieiras,Jenipapo dos Vieiras,Nordeste,Nordeste,MA,Maranhão
2105500,João Lisboa,João Lisboa,Nordeste,Nordeste,MA,Maranhão
2105609,Joselândia,Joselândia,Nordeste,Nordeste,MA,Maranhão
2105658,Junco do Maranhão,Junco do Maranhão,Nordeste,Nordeste,MA,Maranhão
2105708,Lago da Pedra,Lago da Pedra,Nordeste,Nordeste,MA,Maranhão
2105807,Lago do Junco,Lago do Junco,Nordeste,Nordeste,MA,Maranhão
2105906,Lago Verde,Lago Verde,Nordeste,Nordeste,MA,Maranhão
2105922,Lagoa do Mato,Lagoa do Mato,Nordeste,Nordeste,MA,Maranhão
2105963,Lagoa Grande do Maranhão,Lagoa Grande do Maranhão,Nordeste,Nordeste,MA,Maranhão
2105989,Lajeado Novo,Lajeado Novo,Nordeste,Nordeste,MA,Maranhão
2106003,Lima Campos,Lima Campos,Nordeste,Nordeste,MA,Maranhão
2106102,Loreto,Loreto,Nordeste,Nordeste,MA,Maranhão
2106201,Luís Domingues,Luís Domingues,Nordeste,Nordeste,MA,Maranhão
2106300,Magalhães de Almeida,Magalhães de Almeida,Nordeste,Nordeste,MA,Maranhão
2106326,Maracaçumé,Maracaçumé,Nordeste,Nordeste,MA,Maranhão
2106375,Maranhãozinho,Maranhãozinho,Nordeste,Nordeste,MA,Maranhão
2106409,Mata Roma,Mata Roma,Nordeste,Nordeste,MA,Maranhão
2106508,Matinha,Matinha,Nordeste,Nordeste,MA,Maranhão
2106631,Matões do Norte,Matões do Norte,Nordeste,Nordeste,MA,Maranhão
2106672,Milagres do Maranhão,Milagres do Maranhão,Nordeste,Nordeste,MA,Maranhão
2106706,Mirador,Mirador,Nordeste,Nordeste,MA,Maranhão
2106755,Miranda do Norte,Miranda do Norte,Nordeste,Nordeste,MA,Maranhão
2106805,Mirinzal,Mirinzal,Nordeste,Nordeste,MA,Maranhão
2106904,Monção,Monção,Nordeste,Nordeste,MA,Maranhão
2107001,Montes Altos,Montes Altos,Nordeste,Nordeste,MA,Maranhão
2107100,Morros,Morros,Nordeste,Nordeste,MA,Maranhão
2107209,Nina Rodrigues,Nina Rodrigues,Nordeste,Nordeste,MA,Maranhão
2107308,Nova Iorque,Nova Iorque,Nordeste,Nordeste,MA,Maranhão
2107357,Nova Olinda do Maranhão,Nova Olinda do Maranhão,Nordeste,Nordeste,MA,Maranhão
2107407,Olho d Água das Cunhãs,Olho d'Água das Cunhãs,Nordeste,Nordeste,MA,Maranhão
2107506,Paço do Lumiar,Paço do Lumiar,Nordeste,Nordeste,MA,Maranhão
2107605,Palmeirândia,Palmeirândia,Nordeste,Nordeste,MA,Maranhão
2107704,Paraibano,Paraibano,Nordeste,Nordeste,MA,Maranhão
2107803,Parnarama,Parnarama,Nordeste,Nordeste,MA,Maranhão
2108009,Pastos Bons,Pastos Bons,Nordeste,Nordeste,MA,Maranhão
2108058,Paulino Neves,Paulino Neves,Nordeste,Nordeste,MA,Maranhão
2108108,Paulo Ramos,Paulo Ramos,Nordeste,Nordeste,MA,Maranhão
2108207,Pedreiras,Pedreiras,Nordeste,Nordeste,MA,Maranhão
2108256,Pedro do Rosário,Pedro do Rosário,Nordeste,Nordeste,MA,Maranhão
2108306,Penalva,Penalva,Nordeste,Nordeste,MA,Maranhão
2108405,Peri Mirim,Peri Mirim,Nordeste,Nordeste,MA,Maranhão
2108454,Peritoró,Peritoró,Nordeste,Nordeste,MA,Maranhão
2108504,Pindaré-Mirim,Pindaré-Mirim,Nordeste,Nordeste,MA,Maranhão
2108603,Pinheiro,Pinheiro,Nordeste,Nordeste,MA,Maranhão
2108702,Pio XII,Pio XII,Nordeste,Nordeste,MA,Maranhão
2108801,Pirapemas,Pirapemas,Nordeste,Nordeste,MA,Maranhão
2108900,Poção de Pedras,Poção de Pedras,Nordeste,Nordeste,MA,Maranhão
2109007,Porto Franco,Porto Franco,Nordeste,Nordeste,MA,Maranhão
2109056,Porto Rico do Maranhão,Porto Rico do Maranhão,Nordeste,Nordeste,MA,Maranhão
2109106,Presidente Dutra,Presidente Dutra,Nordeste,Nordeste,MA,Maranhão
2109205,Presidente Juscelino,Presidente Juscelino,Nordeste,Nordeste,MA,Maranhão
2109239,Presidente Médici,Presidente Médici,Nordeste,Nordeste,MA,Maranhão
2109304,Presidente Vargas,Presidente Vargas,Nordeste,Nordeste,MA,Maranhão
2109403,Primeira Cruz,Primeira Cruz,Nordeste,Nordeste,MA,Maranhão
2109502,Riachão,Riachão,Nordeste,Nordeste,MA,Maranhão
2109601,Rosário,Rosário,Nordeste,Nordeste,MA,Maranhão
2109700,Sambaíba,Sambaíba,Nordeste,Nordeste,MA,Maranhão
2109759,Santa Filomena do Maranhão,Santa Filomena do Maranhão,Nordeste,Nordeste,MA,Maranhão
2109809,Santa Helena,Santa Helena,Nordeste,Nordeste,MA,Maranhão
2109908,Santa Inês,Santa Inês,Nordeste,Nordeste,MA,Maranhão
2110005,Santa Luzia,Santa Luzia,Nordeste,Nordeste,MA,Maranhão
2110039,Santa Luzia do Paruá,Santa Luzia do Paruá,Nordeste,Nordeste,MA,Maranhão
2110104,Santa Quitéria do Maranhão,Santa Quitéria do Maranhão,Nordeste,Nordeste,MA,Maranhão
2110203,Santa Rita,Santa Rita,Nordeste,Nordeste,MA,Maranhão
2110302,Santo Antônio dos Lopes,Santo Antônio dos Lopes,Nordeste,Nordeste,MA,Maranhão
2110401,São Benedito do Rio Preto,São Benedito do Rio Preto,Nordeste,Nordeste,MA,Maranhão
2110500,São Bento,São Bento,Nordeste,Nordeste,MA,Maranhão
2110609,São Bernardo,São Bernardo,Nordeste,Nordeste,MA,Maranhão
2110658,São Domingos do Azeitão,São Domingos do Azeitão,Nordeste,Nordeste,MA,Maranhão
2110708,São Domingos do Maranhão,São Domingos do Maranhão,Nordeste,Nordeste,MA,Maranhão
2110807,São Félix de Balsas,São Félix de Balsas,Nordeste,Nordeste,MA,Maranhão
2110856,São Francisco do Brejão,São Francisco do Brejão,Nordeste,Nordeste,MA,Maranhão
2110906,São Francisco do Maranhão,São Francisco do Maranhão,Nordeste,Nordeste,MA,Maranhão
2111003,São João Batista,São João Batista,Nordeste,Nordeste,MA,Maranhão
2111078,São João do Soter,São João do Soter,Nordeste,Nordeste,MA,Maranhão
2111102,São João dos Patos,São João dos Patos,Nordeste,Nordeste,MA,Maranhão
2111201,São José de Ribamar,São José de Ribamar,Nordeste,Nordeste,MA,Maranhão
2111250,São José dos Basílios,São José dos Basílios,Nordeste,Nordeste,MA,Maranhão
2111300,São Luís,São Luís,Nordeste,Nordeste,MA,Maranhão
2111409,São Luís Gonzaga do Maranhão,São Luís Gonzaga do Maranhão,Nordeste,Nordeste,MA,Maranhão
2111508,São Mateus do Maranhão,São Mateus do Maranhão,Nordeste,Nordeste,MA,Maranhão
2111532,São Pedro da Água Branca,São Pedro da Água Branca,Nordeste,Nordeste,MA,Maranhão
2111607,São Raimundo das Mangabeiras,São Raimundo das Mangabeiras,Nordeste,Nordeste,MA,Maranhão
2111631,São Raimundo do Doca Bezerra,São Raimundo do Doca Bezerra,Nordeste,Nordeste,MA,Maranhão
2111706,São Vicente Ferrer,São Vicente Ferrer,Nordeste,Nordeste,MA,Maranhão
2111722,Satubinha,Satubinha,Nordeste,Nordeste,MA,Maranhão
2111763,Senador La Rocque,Senador La Rocque,Nordeste,Nordeste,MA,Maranhão
2111904,Sucupira do Norte,Sucupira do Norte,Nordeste,Nordeste,MA,Maranhão
2111953,Sucupira do Riachão,Sucupira do Riachão,Nordeste,Nordeste,MA,Maranhão
2112001,Tasso Fragoso,Tasso Fragoso,Nordeste,Nordeste,MA,Maranhão
2112100,Timbiras,Timbiras,Nordeste,Nordeste,MA,Maranhão
2112209,Timon,Timon,Nordeste,Nordeste,MA,Maranhão
2112233,Trizidela do Vale,Trizidela do Vale,Nordeste,Nordeste,MA,Maranhão
2112308,Tuntum,Tuntum,Nordeste,Nordeste,MA,Maranhão
2112407,Turiaçu,Turiaçu,Nordeste,Nordeste,MA,Maranhão
2112456,Turilândia,Turilândia,Nordeste,Nordeste,MA,Maranhão
2112506,Tutóia,Tutóia,Nordeste,Nordeste,MA,Maranhão
2112605,Urbano Santos,Urbano Santos,Nordeste,Nordeste,MA,Maranhão
2112704,Vargem Grande,Vargem Grande,Nordeste,Nordeste,MA,Maranhão
2112852,Vila Nova dos Martírios,Vila Nova dos Martírios,Nordeste,Nordeste,MA,Maranhão
2112902,Vitória do Mearim,Vitória do Mearim,Nordeste,Nordeste,MA,Maranhão
2113009,Vitorino Freire,Vitorino Freire,Nordeste,Nordeste,MA,Maranhão
2114007,Zé Doca,Zé Doca,Nordeste,Nordeste,MA,Maranhão
2200053,Acauã,Acauã,Nordeste,Nordeste,PI,Piauí
2200103,Agricolândia,Agricolândia,Nordeste,Nordeste,PI,Piauí
2200202,Água Branca,Água Branca,Nordeste,Nordeste,PI,Piauí
2200251,Alagoinha do Piauí,Alagoinha do Piauí,Nordeste,Nordeste,PI,Piauí
2200301,Alto Longá,Alto Longá,Nordeste,Nordeste,PI,Piauí
2200400,Altos,Altos,Nordeste,Nordeste,PI,Piauí
2200459,Alvorada do Gurguéia,Alvorada do Gurguéia,Nordeste,Nordeste,PI,Piauí
2200509,Amarante,Amarante,Nordeste,Nordeste,PI,Piauí
2200608,Angical do Piauí,Angical do Piauí,Nordeste,Nordeste,PI,Piauí
2200707,Anísio de Abreu,Anísio de Abreu,Nordeste,Nordeste,PI,Piauí
2200905,Aroazes,Aroazes,Nordeste,Nordeste,PI,Piauí
2201002,Arraial,Arraial,Nordeste,Nordeste,PI,Piauí
2201101,Avelino Lopes,Avelino Lopes,Nordeste,Nordeste,PI,Piauí
2201150,Baixa Grande do Ribeiro,Baixa Grande do Ribeiro,Nordeste,Nordeste,PI,Piauí
2201200,Barras,Barras,Nordeste,Nordeste,PI,Piauí
2201309,Barreiras do Piauí,Barreiras do Piauí,Nordeste,Nordeste,PI,Piauí
2201408,Barro Duro,Barro Duro,Nordeste,Nordeste,PI,Piauí
2201507,Batalha,Batalha,Nordeste,Nordeste,PI,Piauí
2201556,Bela Vista do Piauí,Bela Vista do Piauí,Nordeste,Nordeste,PI,Piauí
2201572,Belém do Piauí,Belém do Piauí,Nordeste,Nordeste,PI,Piauí
2201606,Beneditinos,Beneditinos,Nordeste,Nordeste,PI,Piauí
2201705,Bertolínia,Bertolínia,Nordeste,Nordeste,PI,Piauí
2201804,Bocaina,Bocaina,Nordeste,Nordeste,PI,Piauí
2201903,Bom Jesus,Bom Jesus,Nordeste,Nordeste,PI,Piauí
2201929,Bonfim do Piauí,Bonfim do Piauí,Nordeste,Nordeste,PI,Piauí
2201945,Boqueirão do Piauí,Boqueirão do Piauí,Nordeste,Nordeste,PI,Piauí
2201960,Brasileira,Brasileira,Nordeste,Nordeste,PI,Piauí
2201988,Brejo do Piauí,Brejo do Piauí,Nordeste,Nordeste,PI,Piauí
2202000,Buriti dos Lopes,Buriti dos Lopes,Nordeste,Nordeste,PI,Piauí
2202059,Cabeceiras do Piauí,Cabeceiras do Piauí,Nordeste,Nordeste,PI,Piauí
2202075,Cajazeiras do Piauí,Cajazeiras do Piauí,Nordeste,Nordeste,PI,Piauí
2202083,Cajueiro da Praia,Cajueiro da Praia,Nordeste,Nordeste,PI,Piauí
2202109,Campinas do Piauí,Campinas do Piauí,Nordeste,Nordeste,PI,Piauí
2202133,Campo Grande do Piauí,Campo Grande do Piauí,Nordeste,Nordeste,PI,Piauí
2202208,Campo Maior,Campo Maior,Nordeste,Nordeste,PI,Piauí
2202251,Canavieira,Canavieira,Nordeste,Nordeste,PI,Piauí
2202307,Canto do Buriti,Canto do Buriti,Nordeste,Nordeste,PI,Piauí
2202406,Capitão de Campos,Capitão de Campos,Nordeste,Nordeste,PI,Piauí
2202505,Caracol,Caracol,Nordeste,Nordeste,PI,Piauí
2202539,Caraúbas do Piauí,Caraúbas do Piauí,Nordeste,Nordeste,PI,Piauí
2202554,Caridade do Piauí,Caridade do Piauí,Nordeste,Nordeste,PI,Piauí
2202604,Castelo do Piauí,Castelo do Piauí,Nordeste,Nordeste,PI,Piauí
2202703,Cocal,Cocal,Nordeste,Nordeste,PI,Piauí
2202729,Cocal dos Alves,Cocal dos Alves,Nordeste,Nordeste,PI,Piauí
2202737,Coivaras,Coivaras,Nordeste,Nordeste,PI,Piauí
2202752,Colônia do Gurguéia,Colônia do Gurguéia,Nordeste,Nordeste,PI,Piauí
2202778,Colônia do Piauí,Colônia do Piauí,Nordeste,Nordeste,PI,Piauí
2202802,Conceição do Canindé,Conceição do Canindé,Nordeste,Nordeste,PI,Piauí
2202851,Coronel José Dias,Coronel José Dias,Nordeste,Nordeste,PI,Piauí
2202901,Corrente,Corrente,Nordeste,Nordeste,PI,Piauí
2203008,Cristalândia do Piauí,Cristalândia do Piauí,Nordeste,Nordeste,PI,Piauí
2203107,Cristino Castro,Cristino Castro,Nordeste,Nordeste,PI,Piauí
2203206,Curimatá,Curimatá,Nordeste,Nordeste,PI,Piauí
2203230,Currais,Currais,Nordeste,Nordeste,PI,Piauí
2203271,Curral Novo do Piauí,Curral Novo do Piauí,Nordeste,Nordeste,PI,Piauí
2203305,Demerval Lobão,Demerval Lobão,Nordeste,Nordeste,PI,Piauí
2203354,Dirceu Arcoverde,Dirceu Arcoverde,Nordeste,Nordeste,PI,Piauí
2203404,Dom Expedito Lopes,Dom Expedito Lopes,Nordeste,Nordeste,PI,Piauí
2203420,Domingos Mourão,Domingos Mourão,Nordeste,Nordeste,PI,Piauí
2203503,Elesbão Veloso,Elesbão Veloso,Nordeste,Nordeste,PI,Piauí
2203602,Eliseu Martins,Eliseu Martins,Nordeste,Nordeste,PI,Piauí
2203701,Esperantina,Esperantina,Nordeste,Nordeste,PI,Piauí
2203750,Fartura do Piauí,Fartura do Piauí,Nordeste,Nordeste,PI,Piauí
2203800,Flores do Piauí,Flores do Piauí,Nordeste,Nordeste,PI,Piauí
2203909,Floriano,Floriano,Nordeste,Nordeste,PI,Piauí
2204006,Francinópolis,Francinópolis,Nordeste,Nordeste,PI,Piauí
2204105,Francisco Ayres,Francisco Ayres,Nordeste,Nordeste,PI,Piauí
2204154,Francisco Macedo,Francisco Macedo,Nordeste,Nordeste,PI,Piauí
2204204,Francisco Santos,Francisco Santos,Nordeste,Nordeste,PI,Piauí
2204303,Fronteiras,Fronteiras,Nordeste,Nordeste,PI,Piauí
2204352,Geminiano,Geminiano,Nordeste,Nordeste,PI,Piauí
2204402,Gilbués,Gilbués,Nordeste,Nordeste,PI,Piauí
2204501,Guadalupe,Guadalupe,Nordeste,Nordeste,PI,Piauí
2204550,Guaribas,Guaribas,Nordeste,Nordeste,PI,Piauí
2204600,Hugo Napoleão,Hugo Napoleão,Nordeste,Nordeste,PI,Piauí
2204659,Ilha Grande,Ilha Grande,Nordeste,Nordeste,PI,Piauí
2204709,Inhuma,Inhuma,Nordeste,Nordeste,PI,Piauí
2204808,Ipiranga do Piauí,Ipiranga do Piauí,Nordeste,Nordeste,PI,Piauí
2204907,Isaías Coelho,Isaías Coelho,Nordeste,Nordeste,PI,Piauí
2205003,Itainópolis,Itainópolis,Nordeste,Nordeste,PI,Piauí
2205102,Itaueira,Itaueira,Nordeste,Nordeste,PI,Piauí
2205151,Jacobina do Piauí,Jacobina do Piauí,Nordeste,Nordeste,PI,Piauí
2205201,Jaicós,Jaicós,Nordeste,Nordeste,PI,Piauí
2205250,Jardim do Mulato,Jardim do Mulato,Nordeste,Nordeste,PI,Piauí
2205300,Jerumenha,Jerumenha,Nordeste,Nordeste,PI,Piauí
2205409,Joaquim Pires,Joaquim Pires,Nordeste,Nordeste,PI,Piauí
2205508,José de Freitas,José de Freitas,Nordeste,Nordeste,PI,Piauí
2205516,Juazeiro do Piauí,Juazeiro do Piauí,Nordeste,Nordeste,PI,Piauí
2205524,Júlio Borges,Júlio Borges,Nordeste,Nordeste,PI,Piauí
2205532,Jurema,Jurema,Nordeste,Nordeste,PI,Piauí
2205557,Lagoa Alegre,Lagoa Alegre,Nordeste,Nordeste,PI,Piauí
2205565,Lagoa do Barro do Piauí,Lagoa do Barro do Piauí,Nordeste,Nordeste,PI,Piauí
2205706,Luís Correia,Luís Correia,Nordeste,Nordeste,PI,Piauí
2205805,Luzilândia,Luzilândia,Nordeste,Nordeste,PI,Piauí
2205904,Manoel Emídio,Manoel Emídio,Nordeste,Nordeste,PI,Piauí
2205953,Marcolândia,Marcolândia,Nordeste,Nordeste,PI,Piauí
2206001,Marcos Parente,Marcos Parente,Nordeste,Nordeste,PI,Piauí
2206100,Matias Olímpio,Matias Olímpio,Nordeste,Nordeste,PI,Piauí
2206209,Miguel Alves,Miguel Alves,Nordeste,Nordeste,PI,Piauí
2206357,Milton Brandão,Milton Brandão,Nordeste,Nordeste,PI,Piauí
2206407,Monsenhor Gil,Monsenhor Gil,Nordeste,Nordeste,PI,Piauí
2206506,Monsenhor Hipólito,Monsenhor Hipólito,Nordeste,Nordeste,PI,Piauí
2206605,Monte Alegre do Piauí,Monte Alegre do Piauí,Nordeste,Nordeste,PI,Piauí
2206654,Morro Cabeça no Tempo,Morro Cabeça no Tempo,Nordeste,Nordeste,PI,Piauí
2206696,Murici dos Portelas,Murici dos Portelas,Nordeste,Nordeste,PI,Piauí
2206704,Nazaré do Piauí,Nazaré do Piauí,Nordeste,Nordeste,PI,Piauí
2206720,Nazária,Nazária,Nordeste,Nordeste,PI,Piauí
2206803,Nossa Senhora dos Remédios,Nossa Senhora dos Remédios,Nordeste,Nordeste,PI,Piauí
2206902,Novo Oriente do Piauí,Novo Oriente do Piauí,Nordeste,Nordeste,PI,Piauí
2207009,Oeiras,Oeiras,Nordeste,Nordeste,PI,Piauí
2207207,Padre Marcos,Padre Marcos,Nordeste,Nordeste,PI,Piauí
2207306,Paes Landim,Paes Landim,Nordeste,Nordeste,PI,Piauí
2207355,Pajeú do Piauí,Pajeú do Piauí,Nordeste,Nordeste,PI,Piauí
2207405,Palmeira do Piauí,Palmeira do Piauí,Nordeste,Nordeste,PI,Piauí
2207504,Palmeirais,Palmeirais,Nordeste,Nordeste,PI,Piauí
2207553,Paquetá,Paquetá,Nordeste,Nordeste,PI,Piauí
2207603,Parnaguá,Parnaguá,Nordeste,Nordeste,PI,Piauí
2207702,Parnaíba,Parnaíba,Nordeste,Nordeste,PI,Piauí
2207751,Passagem Franca do Piauí,Passagem Franca do Piauí,Nordeste,Nordeste,PI,Piauí
2207777,Patos do Piauí,Patos do Piauí,Nordeste,Nordeste,PI,Piauí
2207801,Paulistana,Paulistana,Nordeste,Nordeste,PI,Piauí
2207850,Pavussu,Pavussu,Nordeste,Nordeste,PI,Piauí
2207900,Pedro II,Pedro II,Nordeste,Nordeste,PI,Piauí
2207934,Pedro Laurentino,Pedro Laurentino,Nordeste,Nordeste,PI,Piauí
2207959,Nova Santa Rita,Nova Santa Rita,Nordeste,Nordeste,PI,Piauí
2208007,Picos,Picos,Nordeste,Nordeste,PI,Piauí
2208106,Pimenteiras,Pimenteiras,Nordeste,Nordeste,PI,Piauí
2208205,Pio IX,Pio IX,Nordeste,Nordeste,PI,Piauí
2208304,Piracuruca,Piracuruca,Nordeste,Nordeste,PI,Piauí
2208403,Piripiri,Piripiri,Nordeste,Nordeste,PI,Piauí
2208502,Porto,Porto,Nordeste,Nordeste,PI,Piauí
2208551,Porto Alegre do Piauí,Porto Alegre do Piauí,Nordeste,Nordeste,PI,Piauí
2208601,Prata do Piauí,Prata do Piauí,Nordeste,Nordeste,PI,Piauí
2208650,Queimada Nova,Queimada Nova,Nordeste,Nordeste,PI,Piauí
2208809,Regeneração,Regeneração,Nordeste,Nordeste,PI,Piauí
2208858,Riacho Frio,Riacho Frio,Nordeste,Nordeste,PI,Piauí
2208874,Ribeira do Piauí,Ribeira do Piauí,Nordeste,Nordeste,PI,Piauí
2208908,Ribeiro Gonçalves,Ribeiro Gonçalves,Nordeste,Nordeste,PI,Piauí
2209005,Rio Grande do Piauí,Rio Grande do Piauí,Nordeste,Nordeste,PI,Piauí
2209104,Santa Cruz do Piauí,Santa Cruz do Piauí,Nordeste,Nordeste,PI,Piauí
2209203,Santa Filomena,Santa Filomena,Nordeste,Nordeste,PI,Piauí
2209302,Santa Luz,Santa Luz,Nordeste,Nordeste,PI,Piauí
2209351,Santana do Piauí,Santana do Piauí,Nordeste,Nordeste,PI,Piauí
2209377,Santa Rosa do Piauí,Santa Rosa do Piauí,Nordeste,Nordeste,PI,Piauí
2209401,Santo Antônio de Lisboa,Santo Antônio de Lisboa,Nordeste,Nordeste,PI,Piauí
2209450,Santo Antônio dos Milagres,Santo Antônio dos Milagres,Nordeste,Nordeste,PI,Piauí
2209500,Santo Inácio do Piauí,Santo Inácio do Piauí,Nordeste,Nordeste,PI,Piauí
2209559,São Braz do Piauí,São Braz do Piauí,Nordeste,Nordeste,PI,Piauí
2209609,São Félix do Piauí,São Félix do Piauí,Nordeste,Nordeste,PI,Piauí
2209658,São Francisco de Assis do Piauí,São Francisco de Assis do Piauí,Nordeste,Nordeste,PI,Piauí
2209708,São Francisco do Piauí,São Francisco do Piauí,Nordeste,Nordeste,PI,Piauí
2209807,São Gonçalo do Piauí,São Gonçalo do Piauí,Nordeste,Nordeste,PI,Piauí
2209856,São João da Canabrava,São João da Canabrava,Nordeste,Nordeste,PI,Piauí
2209906,São João da Serra,São João da Serra,Nordeste,Nordeste,PI,Piauí
2209955,São João da Varjota,São João da Varjota,Nordeste,Nordeste,PI,Piauí
2210003,São João do Piauí,São João do Piauí,Nordeste,Nordeste,PI,Piauí
2210052,São José do Divino,São José do Divino,Nordeste,Nordeste,PI,Piauí
2210102,São José do Peixe,São José do Peixe,Nordeste,Nordeste,PI,Piauí
2210201,São José do Piauí,São José do Piauí,Nordeste,Nordeste,PI,Piauí
2210300,São Julião,São Julião,Nordeste,Nordeste,PI,Piauí
2210359,São Lourenço do Piauí,São Lourenço do Piauí,Nordeste,Nordeste,PI,Piauí
2210375,São Luis do Piauí,São Luis do Piauí,Nordeste,Nordeste,PI,Piauí
2210383,São Miguel da Baixa Grande,São Miguel da Baixa Grande,Nordeste,Nordeste,PI,Piauí
2210409,São Miguel do Tapuio,São Miguel do Tapuio,Nordeste,Nordeste,PI,Piauí
2210508,São Pedro do Piauí,São Pedro do Piauí,Nordeste,Nordeste,PI,Piauí
2210607,São Raimundo Nonato,São Raimundo Nonato,Nordeste,Nordeste,PI,Piauí
2210631,Sebastião Leal,Sebastião Leal,Nordeste,Nordeste,PI,Piauí
2210656,Sigefredo Pacheco,Sigefredo Pacheco,Nordeste,Nordeste,PI,Piauí
2210706,Simões,Simões,Nordeste,Nordeste,PI,Piauí
2210805,Simplício Mendes,Simplício Mendes,Nordeste,Nordeste,PI,Piauí
2210904,Socorro do Piauí,Socorro do Piauí,Nordeste,Nordeste,PI,Piauí
2210938,Sussuapara,Sussuapara,Nordeste,Nordeste,PI,Piauí
